Postcode;Locality;Municipality;Province;
2812;Muizen;MECHELEN;Antwerpen;
2820;Bonheiden;BONHEIDEN;Antwerpen;
2820;Rijmenam;BONHEIDEN;Antwerpen;
2830;Blaasveld;WILLEBROEK;Antwerpen;
2830;Heindonk;WILLEBROEK;Antwerpen;
2830;Tisselt;WILLEBROEK;Antwerpen;
2830;Willebroek;WILLEBROEK;Antwerpen;
2840;Reet;RUMST;Antwerpen;
2840;Rumst;RUMST;Antwerpen;
2840;Terhagen;RUMST;Antwerpen;
2845;Niel;NIEL;Antwerpen;
2850;Boom;BOOM;Antwerpen;
2860;Sint-Katelijne-Waver;SINT-KATELIJNE-WAVER;Antwerpen;
2861;Onze-Lieve-Vrouw-Waver;SINT-KATELIJNE-WAVER;Antwerpen;
2870;Breendonk;PUURS-SINT-AMANDS;Antwerpen;
2870;Liezele;PUURS-SINT-AMANDS;Antwerpen;
2870;Puurs;PUURS-SINT-AMANDS;Antwerpen;
2870;Ruisbroek;PUURS-SINT-AMANDS;Antwerpen;
2880;Bornem;BORNEM;Antwerpen;
2880;Hingene;BORNEM;Antwerpen;
2880;Mariekerke;BORNEM;Antwerpen;
2880;Weert;BORNEM;Antwerpen;
2890;Lippelo;PUURS-SINT-AMANDS;Antwerpen;
2890;Oppuurs;PUURS-SINT-AMANDS;Antwerpen;
2890;Sint-Amands;PUURS-SINT-AMANDS;Antwerpen;
2900;Schoten;SCHOTEN;Antwerpen;
2910;Essen;ESSEN;Antwerpen;
2920;Kalmthout;KALMTHOUT;Antwerpen;
2930;Brasschaat;BRASSCHAAT;Antwerpen;
2940;Hoevenen;STABROEK;Antwerpen;
2940;Stabroek;STABROEK;Antwerpen;
2950;Kapellen;KAPELLEN;Antwerpen;
2960;Brecht;BRECHT;Antwerpen;
2960;Sint-Job-in-'t-Goor;BRECHT;Antwerpen;
2960;Sint-Lenaarts;BRECHT;Antwerpen;
2970;'s Gravenwezel;SCHILDE;Antwerpen;
2970;Schilde;SCHILDE;Antwerpen;
2980;Halle;ZOERSEL;Antwerpen;
2980;Zoersel;ZOERSEL;Antwerpen;
2990;Loenhout;WUUSTWEZEL;Antwerpen;
2990;Wuustwezel;WUUSTWEZEL;Antwerpen;
3500;Hasselt;HASSELT;Limburg;
3500;Sint-Lambrechts-Herk;HASSELT;Limburg;
3501;Wimmertingen;HASSELT;Limburg;
3510;Kermt;HASSELT;Limburg;
3510;Spalbeek;HASSELT;Limburg;
3511;Kuringen;HASSELT;Limburg;
3511;Stokrooie;HASSELT;Limburg;
3512;Stevoort;HASSELT;Limburg;
3520;Zonhoven;ZONHOVEN;Limburg;
3530;Helchteren;HOUTHALEN-HELCHTEREN;Limburg;
3530;Houthalen;HOUTHALEN-HELCHTEREN;Limburg;
3540;Berbroek;HERK-DE-STAD;Limburg;
3540;Donk;HERK-DE-STAD;Limburg;
3540;Herk-de-Stad;HERK-DE-STAD;Limburg;
3540;Schulen;HERK-DE-STAD;Limburg;
3545;Halen;HALEN;Limburg;
3545;Loksbergen;HALEN;Limburg;
3545;Zelem;HALEN;Limburg;
3550;Heusden;HEUSDEN-ZOLDER;Limburg;
3550;Heusden-Zolder;HEUSDEN-ZOLDER;Limburg;
3550;Zolder;HEUSDEN-ZOLDER;Limburg;
3560;Linkhout;LUMMEN;Limburg;
3560;Lummen;LUMMEN;Limburg;
3560;Meldert;LUMMEN;Limburg;
3570;Alken;ALKEN;Limburg;
3580;Beringen;BERINGEN;Limburg;
3581;Beverlo;BERINGEN;Limburg;
3582;Koersel;BERINGEN;Limburg;
3583;Paal;BERINGEN;Limburg;
3590;Diepenbeek;DIEPENBEEK;Limburg;
3600;Genk;GENK;Limburg;
3620;Gellik;LANAKEN;Limburg;
3620;Lanaken;LANAKEN;Limburg;
3620;Neerharen;LANAKEN;Limburg;
3620;Veldwezelt;LANAKEN;Limburg;
3621;Rekem;LANAKEN;Limburg;
3630;Eisden;MAASMECHELEN;Limburg;
3630;Leut;MAASMECHELEN;Limburg;
3630;Maasmechelen;MAASMECHELEN;Limburg;
3630;Mechelen-aan-de-Maas;MAASMECHELEN;Limburg;
3630;Meeswijk;MAASMECHELEN;Limburg;
3630;Opgrimbie;MAASMECHELEN;Limburg;
3630;Vucht;MAASMECHELEN;Limburg;
3631;Boorsem;MAASMECHELEN;Limburg;
3631;Uikhoven;MAASMECHELEN;Limburg;
3640;Kessenich;KINROOI;Limburg;
3640;Kinrooi;KINROOI;Limburg;
3640;Molenbeersel;KINROOI;Limburg;
3640;Ophoven;KINROOI;Limburg;
3650;Dilsen;DILSEN-STOKKEM;Limburg;
3650;Dilsen-Stokkem;DILSEN-STOKKEM;Limburg;
3650;Elen;DILSEN-STOKKEM;Limburg;
3650;Lanklaar;DILSEN-STOKKEM;Limburg;
3650;Rotem;DILSEN-STOKKEM;Limburg;
3650;Stokkem;DILSEN-STOKKEM;Limburg;
3660;Opglabbeek;OUDSBERGEN;Limburg;
3665;As;AS;Limburg;
3668;Niel-bij-As;AS;Limburg;
3670;Ellikom;OUDSBERGEN;Limburg;
3670;Gruitrode;OUDSBERGEN;Limburg;
3670;Meeuwen;OUDSBERGEN;Limburg;
3670;Neerglabbeek;OUDSBERGEN;Limburg;
3670;Wijshagen;OUDSBERGEN;Limburg;
3680;Maaseik;MAASEIK;Limburg;
3680;Neeroeteren;MAASEIK;Limburg;
3680;Opoeteren;MAASEIK;Limburg;
3690;Zutendaal;ZUTENDAAL;Limburg;
3700;'s Herenelderen;TONGEREN;Limburg;
3700;Berg;TONGEREN;Limburg;
3700;Diets-Heur;TONGEREN;Limburg;
3700;Haren;TONGEREN;Limburg;
3700;Henis;TONGEREN;Limburg;
3700;Kolmont;TONGEREN;Limburg;
3700;Koninksem;TONGEREN;Limburg;
3700;Lauw;TONGEREN;Limburg;
3700;Mal;TONGEREN;Limburg;
3700;Neerrepen;TONGEREN;Limburg;
3700;Nerem;TONGEREN;Limburg;
3700;Overrepen;TONGEREN;Limburg;
3700;Piringen;TONGEREN;Limburg;
3700;Riksingen;TONGEREN;Limburg;
3700;Rutten;TONGEREN;Limburg;
3700;Sluizen;TONGEREN;Limburg;
3700;Tongeren;TONGEREN;Limburg;
3700;Vreren;TONGEREN;Limburg;
3700;Widooie;TONGEREN;Limburg;
3717;Herstappe;HERSTAPPE;Limburg;
3720;Kortessem;KORTESSEM;Limburg;
3721;Vliermaalroot;KORTESSEM;Limburg;
3722;Wintershoven;KORTESSEM;Limburg;
3723;Guigoven;KORTESSEM;Limburg;
3724;Vliermaal;KORTESSEM;Limburg;
3730;Hoeselt;HOESELT;Limburg;
3730;Romershoven;HOESELT;Limburg;
3730;Sint-Huibrechts-Hern;HOESELT;Limburg;
3730;Werm;HOESELT;Limburg;
3732;Schalkhoven;HOESELT;Limburg;
3740;Beverst;BILZEN;Limburg;
3740;Bilzen;BILZEN;Limburg;
3740;Eigenbilzen;BILZEN;Limburg;
3740;Grote-Spouwen;BILZEN;Limburg;
3740;Hees;BILZEN;Limburg;
3740;Kleine-Spouwen;BILZEN;Limburg;
3740;Mopertingen;BILZEN;Limburg;
3740;Munsterbilzen;BILZEN;Limburg;
3740;Rijkhoven;BILZEN;Limburg;
3740;Rosmeer;BILZEN;Limburg;
3740;Waltwilder;BILZEN;Limburg;
3742;Martenslinde;BILZEN;Limburg;
3746;Hoelbeek;BILZEN;Limburg;
3770;Genoelselderen;RIEMST;Limburg;
3770;Herderen;RIEMST;Limburg;
3770;Kanne;RIEMST;Limburg;
3770;Membruggen;RIEMST;Limburg;
3770;Millen;RIEMST;Limburg;
3770;Riemst;RIEMST;Limburg;
3770;Val-Meer;RIEMST;Limburg;
3770;Vlijtingen;RIEMST;Limburg;
3770;Vroenhoven;RIEMST;Limburg;
3770;Zichen-Zussen-Bolder;RIEMST;Limburg;
3790;Moelingen;VOEREN;Limburg;
3790;Sint-Martens-Voeren;VOEREN;Limburg;
3791;Remersdaal;VOEREN;Limburg;
3792;Sint-Pieters-Voeren;VOEREN;Limburg;
3793;Teuven;VOEREN;Limburg;
3798;'s-Gravenvoeren;VOEREN;Limburg;
3800;Aalst;SINT-TRUIDEN;Limburg;
3800;Brustem;SINT-TRUIDEN;Limburg;
3800;Engelmanshoven;SINT-TRUIDEN;Limburg;
3800;Gelinden;SINT-TRUIDEN;Limburg;
3800;Groot-Gelmen;SINT-TRUIDEN;Limburg;
3800;Halmaal;SINT-TRUIDEN;Limburg;
3800;Kerkom-bij-Sint-Truiden;SINT-TRUIDEN;Limburg;
3800;Ordingen;SINT-TRUIDEN;Limburg;
3800;Sint-Truiden;SINT-TRUIDEN;Limburg;
3800;Zepperen;SINT-TRUIDEN;Limburg;
3803;Duras;SINT-TRUIDEN;Limburg;
3803;Gorsem;SINT-TRUIDEN;Limburg;
3803;Runkelen;SINT-TRUIDEN;Limburg;
3803;Wilderen;SINT-TRUIDEN;Limburg;
3806;Velm;SINT-TRUIDEN;Limburg;
3830;Berlingen;WELLEN;Limburg;
3830;Wellen;WELLEN;Limburg;
3831;Herten;WELLEN;Limburg;
3832;Ulbeek;WELLEN;Limburg;
3840;Bommershoven;BORGLOON;Limburg;
3840;Borgloon;BORGLOON;Limburg;
3840;Broekom;BORGLOON;Limburg;
3840;Gors-Opleeuw;BORGLOON;Limburg;
3840;Gotem;BORGLOON;Limburg;
3840;Groot-Loon;BORGLOON;Limburg;
3840;Haren;BORGLOON;Limburg;
3840;Hendrieken;BORGLOON;Limburg;
3840;Hoepertingen;BORGLOON;Limburg;
3840;Jesseren;BORGLOON;Limburg;
3840;Kerniel;BORGLOON;Limburg;
3840;Kolmont;BORGLOON;Limburg;
3840;Kuttekoven;BORGLOON;Limburg;
3840;Rijkel;BORGLOON;Limburg;
3840;Voort;BORGLOON;Limburg;
3850;Binderveld;NIEUWERKERKEN;Limburg;
3850;Kozen;NIEUWERKERKEN;Limburg;
3850;Nieuwerkerken;NIEUWERKERKEN;Limburg;
3850;Wijer;NIEUWERKERKEN;Limburg;
3870;Batsheers;HEERS;Limburg;
3870;Bovelingen;HEERS;Limburg;
3870;Gutshoven;HEERS;Limburg;
3870;Heers;HEERS;Limburg;
3870;Heks;HEERS;Limburg;
3870;Horpmaal;HEERS;Limburg;
3870;Klein-Gelmen;HEERS;Limburg;
3870;Mechelen-Bovelingen;HEERS;Limburg;
3870;Mettekoven;HEERS;Limburg;
3870;Opheers;HEERS;Limburg;
3870;Rukkelingen-Loon;HEERS;Limburg;
3870;Vechmaal;HEERS;Limburg;
3870;Veulen;HEERS;Limburg;
3890;Boekhout;GINGELOM;Limburg;
3890;Gingelom;GINGELOM;Limburg;
3890;Jeuk;GINGELOM;Limburg;
3890;Kortijs;GINGELOM;Limburg;
3890;Montenaken;GINGELOM;Limburg;
3890;Niel-bij-Sint-Truiden;GINGELOM;Limburg;
3890;Vorsen;GINGELOM;Limburg;
3891;Borlo;GINGELOM;Limburg;
3891;Buvingen;GINGELOM;Limburg;
3891;Mielen-boven-Aalst;GINGELOM;Limburg;
3891;Muizen;GINGELOM;Limburg;
3900;Overpelt;PELT;Limburg;
3910;Neerpelt;PELT;Limburg;
3910;Sint-Huibrechts-Lille;PELT;Limburg;
3920;Lommel;LOMMEL;Limburg;
3930;Achel;HAMONT-ACHEL;Limburg;
3930;Hamont;HAMONT-ACHEL;Limburg;
3940;Hechtel;HECHTEL-EKSEL;Limburg;
3941;Eksel;HECHTEL-EKSEL;Limburg;
3945;Kwaadmechelen;HAM;Limburg;
3945;Oostham;HAM;Limburg;
3950;Bocholt;BOCHOLT;Limburg;
3950;Kaulille;BOCHOLT;Limburg;
3950;Reppel;BOCHOLT;Limburg;
3960;Beek;BREE;Limburg;
3960;Bree;BREE;Limburg;
3960;Gerdingen;BREE;Limburg;
3960;Opitter;BREE;Limburg;
3960;Tongerlo;BREE;Limburg;
3970;Leopoldsburg;LEOPOLDSBURG;Limburg;
3971;Heppen;LEOPOLDSBURG;Limburg;
3980;Tessenderlo;TESSENDERLO;Limburg;
3990;Grote-Brogel;PEER;Limburg;
3990;Kleine-Brogel;PEER;Limburg;
3990;Peer;PEER;Limburg;
3990;Wijchmaal;PEER;Limburg;
4000;Glain;LIÈGE;Luik;
4000;Liège;LIÈGE;Luik;
4000;Rocourt;LIÈGE;Luik;
4020;Bressoux;LIÈGE;Luik;
4020;Jupille-sur-Meuse;LIÈGE;Luik;
4020;Liège;LIÈGE;Luik;
4020;Wandre;LIÈGE;Luik;
4030;Grivegnée;LIÈGE;Luik;
4031;Angleur;LIÈGE;Luik;
4032;Chênée;LIÈGE;Luik;
4040;Herstal;HERSTAL;Luik;
4041;Milmort;HERSTAL;Luik;
4041;Vottem;HERSTAL;Luik;
4042;Liers;HERSTAL;Luik;
4050;Chaudfontaine;CHAUDFONTAINE;Luik;
4051;Vaux-sous-Chèvremont;CHAUDFONTAINE;Luik;
4052;Beaufays;CHAUDFONTAINE;Luik;
4053;Embourg;CHAUDFONTAINE;Luik;
4100;Boncelles;SERAING;Luik;
4100;Seraing;SERAING;Luik;
4101;Jemeppe-sur-Meuse;SERAING;Luik;
4102;Ougrée;SERAING;Luik;
4120;Ehein;NEUPRÉ;Luik;
4120;Rotheux-Rimière;NEUPRÉ;Luik;
4121;Neuville-en-Condroz;NEUPRÉ;Luik;
4122;Plainevaux;NEUPRÉ;Luik;
4130;Esneux;ESNEUX;Luik;
4130;Tilff;ESNEUX;Luik;
4140;Dolembreux;SPRIMONT;Luik;
4140;Gomzé-Andoumont;SPRIMONT;Luik;
4140;Rouvreux;SPRIMONT;Luik;
4140;Sprimont;SPRIMONT;Luik;
4141;Louveigné;SPRIMONT;Luik;
4160;Anthisnes;ANTHISNES;Luik;
4161;Villers-aux-Tours;ANTHISNES;Luik;
4162;Hody;ANTHISNES;Luik;
4163;Tavier;ANTHISNES;Luik;
4170;Comblain-au-Pont;COMBLAIN-AU-PONT;Luik;
4171;Poulseur;COMBLAIN-AU-PONT;Luik;
4180;Comblain-Fairon;HAMOIR;Luik;
4180;Comblain-la-Tour;HAMOIR;Luik;
4180;Hamoir;HAMOIR;Luik;
4181;Filot;HAMOIR;Luik;
4190;Ferrières;FERRIÈRES;Luik;
4190;My;FERRIÈRES;Luik;
4190;Vieuxville;FERRIÈRES;Luik;
4190;Werbomont;FERRIÈRES;Luik;
4190;Xhoris;FERRIÈRES;Luik;
4210;Burdinne;BURDINNE;Luik;
4210;Hannêche;BURDINNE;Luik;
4210;Lamontzée;BURDINNE;Luik;
4210;Marneffe;BURDINNE;Luik;
4210;Oteppe;BURDINNE;Luik;
4217;Héron;HÉRON;Luik;
4217;Lavoir;HÉRON;Luik;
4217;Waret-l'Évêque;HÉRON;Luik;
4218;Couthuin;HÉRON;Luik;
4219;Acosse;WASSEIGES;Luik;
4219;Ambresin;WASSEIGES;Luik;
4219;Meeffe;WASSEIGES;Luik;
4219;Wasseiges;WASSEIGES;Luik;
4250;Boëlhe;GEER;Luik;
4250;Geer;GEER;Luik;
4250;Hollogne-sur-Geer;GEER;Luik;
4250;Lens-Saint-Servais;GEER;Luik;
4252;Omal;GEER;Luik;
4253;Darion;GEER;Luik;
4254;Ligney;GEER;Luik;
4257;Berloz;BERLOZ;Luik;
4257;Corswarem;BERLOZ;Luik;
4257;Rosoux-Crenwick;BERLOZ;Luik;
4260;Avennes;BRAIVES;Luik;
4260;Braives;BRAIVES;Luik;
4260;Ciplet;BRAIVES;Luik;
4260;Fallais;BRAIVES;Luik;
4260;Fumal;BRAIVES;Luik;
4260;Ville-en-Hesbaye;BRAIVES;Luik;
4261;Latinne;BRAIVES;Luik;
4263;Tourinne;BRAIVES;Luik;
4280;Abolens;HANNUT;Luik;
4280;Avernas-le-Bauduin;HANNUT;Luik;
4280;Avin;HANNUT;Luik;
4280;Bertrée;HANNUT;Luik;
4280;Blehen;HANNUT;Luik;
4280;Cras-Avernas;HANNUT;Luik;
4280;Crehen;HANNUT;Luik;
4280;Grand-Hallet;HANNUT;Luik;
4280;Hannut;HANNUT;Luik;
4280;Lens-Saint-Remy;HANNUT;Luik;
4280;Merdorp;HANNUT;Luik;
4280;Moxhe;HANNUT;Luik;
4280;Petit-Hallet;HANNUT;Luik;
4280;Poucet;HANNUT;Luik;
4280;Thisnes;HANNUT;Luik;
4280;Trognée;HANNUT;Luik;
4280;Villers-le-Peuplier;HANNUT;Luik;
4280;Wansin;HANNUT;Luik;
4287;Lincent;LINCENT;Luik;
4287;Pellaines;LINCENT;Luik;
4287;Racour;LINCENT;Luik;
4300;Bettincourt;WAREMME;Luik;
4300;Bleret;WAREMME;Luik;
4300;Bovenistier;WAREMME;Luik;
4300;Grand-Axhe;WAREMME;Luik;
4300;Lantremange;WAREMME;Luik;
4300;Oleye;WAREMME;Luik;
4300;Waremme;WAREMME;Luik;
4317;Aineffe;FAIMES;Luik;
4317;Borlez;FAIMES;Luik;
4317;Celles;FAIMES;Luik;
4317;Faimes;FAIMES;Luik;
4317;Les Waleffes;FAIMES;Luik;
4317;Viemme;FAIMES;Luik;
4340;Awans;AWANS;Luik;
4340;Fooz;AWANS;Luik;
4340;Othée;AWANS;Luik;
4340;Villers-l'Evêque;AWANS;Luik;
4342;Hognoul;AWANS;Luik;
4347;Fexhe-le-Haut-Clocher;FEXHE-LE-HAUT-CLOCHER;Luik;
4347;Freloux;FEXHE-LE-HAUT-CLOCHER;Luik;
4347;Noville;FEXHE-LE-HAUT-CLOCHER;Luik;
4347;Roloux;FEXHE-LE-HAUT-CLOCHER;Luik;
4347;Voroux-Goreux;FEXHE-LE-HAUT-CLOCHER;Luik;
4350;Lamine;REMICOURT;Luik;
4350;Momalle;REMICOURT;Luik;
4350;Pousset;REMICOURT;Luik;
4350;Remicourt;REMICOURT;Luik;
4351;Hodeige;REMICOURT;Luik;
4357;Donceel;DONCEEL;Luik;
4357;Haneffe;DONCEEL;Luik;
4357;Jeneffe;DONCEEL;Luik;
4357;Limont;DONCEEL;Luik;
4360;Bergilers;OREYE;Luik;
4360;Grandville;OREYE;Luik;
4360;Lens-sur-Geer;OREYE;Luik;
4360;Oreye;OREYE;Luik;
4360;Otrange;OREYE;Luik;
4367;Crisnée;CRISNÉE;Luik;
4367;Fize-Le-Marsal;CRISNÉE;Luik;
4367;Kemexhe;CRISNÉE;Luik;
4367;Odeur;CRISNÉE;Luik;
4367;Thys;CRISNÉE;Luik;
4400;Awirs;FLÉMALLE;Luik;
4400;Chokier;FLÉMALLE;Luik;
4400;Flémalle-Grande;FLÉMALLE;Luik;
4400;Flémalle-Haute;FLÉMALLE;Luik;
4400;Gleixhe;FLÉMALLE;Luik;
4400;Ivoz-Ramet;FLÉMALLE;Luik;
4400;Mons-lez-Liège;FLÉMALLE;Luik;
4420;Montegnée;SAINT-NICOLAS;Luik;
4420;Saint-Nicolas;SAINT-NICOLAS;Luik;
4420;Tilleur;SAINT-NICOLAS;Luik;
4430;Ans;ANS;Luik;
4431;Loncin;ANS;Luik;
4432;Alleur;ANS;Luik;
4432;Xhendremael;ANS;Luik;
4450;Juprelle;JUPRELLE;Luik;
4450;Lantin;JUPRELLE;Luik;
4450;Slins;JUPRELLE;Luik;
4451;Voroux-lez-Liers;JUPRELLE;Luik;
4452;Paifve;JUPRELLE;Luik;
4452;Wihogne;JUPRELLE;Luik;
4453;Villers-Saint-Siméon;JUPRELLE;Luik;
4458;Fexhe-Slins;JUPRELLE;Luik;
4460;Bierset;GRÂCE-HOLLOGNE;Luik;
4460;Grâce-Berleur;GRÂCE-HOLLOGNE;Luik;
4460;Grâce-Hollogne;GRÂCE-HOLLOGNE;Luik;
4460;Hollogne-aux-Pierres;GRÂCE-HOLLOGNE;Luik;
4460;Horion-Hozémont;GRÂCE-HOLLOGNE;Luik;
4460;Velroux;GRÂCE-HOLLOGNE;Luik;
4470;Saint-Georges-sur-Meuse;SAINT-GEORGES-SUR-MEUSE;Luik;
4480;Clermont-sous-Huy;ENGIS;Luik;
4480;Ehein;ENGIS;Luik;
4480;Engis;ENGIS;Luik;
4480;Hermalle-sous-Huy;ENGIS;Luik;
4500;Ben-Ahin;HUY;Luik;
4500;Huy;HUY;Luik;
4500;Tihange;HUY;Luik;
4520;Antheit;WANZE;Luik;
4520;Bas-Oha;WANZE;Luik;
4520;Huccorgne;WANZE;Luik;
4520;Moha;WANZE;Luik;
4520;Vinalmont;WANZE;Luik;
4520;Wanze;WANZE;Luik;
4530;Fize-Fontaine;VILLERS-LE-BOUILLET;Luik;
4530;Vaux-et-Borset;VILLERS-LE-BOUILLET;Luik;
4530;Vieux-Waleffe;VILLERS-LE-BOUILLET;Luik;
4530;Villers-le-Bouillet;VILLERS-LE-BOUILLET;Luik;
4530;Warnant-Dreye;VILLERS-LE-BOUILLET;Luik;
4537;Bodegnée;VERLAINE;Luik;
4537;Chapon-Seraing;VERLAINE;Luik;
4537;Seraing-le-Château;VERLAINE;Luik;
4537;Verlaine;VERLAINE;Luik;
4540;Amay;AMAY;Luik;
4540;Ampsin;AMAY;Luik;
4540;Flône;AMAY;Luik;
4540;Jehay;AMAY;Luik;
4540;Ombret;AMAY;Luik;
4550;Nandrin;NANDRIN;Luik;
4550;Saint-Séverin;NANDRIN;Luik;
4550;Villers-le-Temple;NANDRIN;Luik;
4550;Yernée-Fraineux;NANDRIN;Luik;
4557;Abée;TINLOT;Luik;
4557;Fraiture;TINLOT;Luik;
4557;Ramelot;TINLOT;Luik;
4557;Seny;TINLOT;Luik;
4557;Soheit-Tinlot;TINLOT;Luik;
4557;Tinlot;TINLOT;Luik;
4560;Bois-et-Borsu;CLAVIER;Luik;
4560;Clavier;CLAVIER;Luik;
4560;Les Avins;CLAVIER;Luik;
4560;Ocquier;CLAVIER;Luik;
4560;Pailhe;CLAVIER;Luik;
4560;Terwagne;CLAVIER;Luik;
4570;Marchin;MARCHIN;Luik;
4570;Vyle-et-Tharoul;MARCHIN;Luik;
4577;Modave;MODAVE;Luik;
4577;Outrelouxhe;MODAVE;Luik;
4577;Strée-lez-Huy;MODAVE;Luik;
4577;Vierset-Barse;MODAVE;Luik;
4590;Ellemelle;OUFFET;Luik;
4590;Ouffet;OUFFET;Luik;
4590;Warzée;OUFFET;Luik;
4600;Lanaye;VISÉ;Luik;
4600;Lixhe;VISÉ;Luik;
4600;Richelle;VISÉ;Luik;
4600;Visé;VISÉ;Luik;
4601;Argenteau;VISÉ;Luik;
4602;Cheratte;VISÉ;Luik;
4606;Saint-André;DALHEM;Luik;
4607;Berneau;DALHEM;Luik;
4607;Bombaye;DALHEM;Luik;
4607;Dalhem;DALHEM;Luik;
4607;Feneur;DALHEM;Luik;
4607;Mortroux;DALHEM;Luik;
4608;Neufchâteau;DALHEM;Luik;
4608;Warsage;DALHEM;Luik;
4610;Bellaire;BEYNE-HEUSAY;Luik;
4610;Beyne-Heusay;BEYNE-HEUSAY;Luik;
4610;Queue-du-Bois;BEYNE-HEUSAY;Luik;
4620;Fléron;FLÉRON;Luik;
4621;Retinne;FLÉRON;Luik;
4623;Magnée;FLÉRON;Luik;
4624;Romsée;FLÉRON;Luik;
4630;Ayeneux;SOUMAGNE;Luik;
4630;Micheroux;SOUMAGNE;Luik;
4630;Soumagne;SOUMAGNE;Luik;
4630;Tignée;SOUMAGNE;Luik;
4631;Evegnée;SOUMAGNE;Luik;
4632;Cérexhe-Heuseux;SOUMAGNE;Luik;
4633;Melen;SOUMAGNE;Luik;
4650;Chaineux;HERVE;Luik;
4650;Grand-Rechain;HERVE;Luik;
4650;Herve;HERVE;Luik;
4650;Julémont;HERVE;Luik;
4651;Battice;HERVE;Luik;
4652;Xhendelesse;HERVE;Luik;
4653;Bolland;HERVE;Luik;
4654;Charneux;HERVE;Luik;
4670;Blégny;BLÉGNY;Luik;
4670;Mortier;BLÉGNY;Luik;
4670;Trembleur;BLÉGNY;Luik;
4671;Barchon;BLÉGNY;Luik;
4671;Housse;BLÉGNY;Luik;
4671;Saive;BLÉGNY;Luik;
4672;Saint-Remy;BLÉGNY;Luik;
4680;Hermée;OUPEYE;Luik;
4680;Oupeye;OUPEYE;Luik;
4681;Hermalle-sous-Argenteau;OUPEYE;Luik;
4682;Heure-le-Romain;OUPEYE;Luik;
4682;Houtain-Saint-Siméon;OUPEYE;Luik;
4683;Vivegnis;OUPEYE;Luik;
4684;Haccourt;OUPEYE;Luik;
4690;Bassenge;BASSENGE;Luik;
4690;Boirs;BASSENGE;Luik;
4690;Eben-Emael;BASSENGE;Luik;
4690;Glons;BASSENGE;Luik;
4690;Roclenge-sur-Geer;BASSENGE;Luik;
4690;Wonck;BASSENGE;Luik;
4700;Eupen;EUPEN;Luik;
4701;Kettenis;EUPEN;Luik;
4710;Lontzen;LONTZEN;Luik;
4711;Walhorn;LONTZEN;Luik;
4720;Kelmis;KELMIS;Luik;
4721;Neu-Moresnet;KELMIS;Luik;
4728;Hergenrath;KELMIS;Luik;
4730;Hauset;RAEREN;Luik;
4730;Raeren;RAEREN;Luik;
4731;Eynatten;RAEREN;Luik;
4750;Butgenbach;BUTGENBACH;Luik;
4750;Elsenborn;BUTGENBACH;Luik;
4760;Büllingen;BÜLLINGEN;Luik;
4760;Manderfeld;BÜLLINGEN;Luik;
4761;Rocherath;BÜLLINGEN;Luik;
4770;Amel;AMEL;Luik;
4770;Meyerode;AMEL;Luik;
4771;Heppenbach;AMEL;Luik;
4780;Recht;SANKT-VITH;Luik;
4780;Sankt-Vith;SANKT-VITH;Luik;
4782;Schönberg;SANKT-VITH;Luik;
4783;Lommersweiler;SANKT-VITH;Luik;
4784;Crombach;SANKT-VITH;Luik;
4790;Reuland;BURG-REULAND;Luik;
4791;Thommen;BURG-REULAND;Luik;
4800;Ensival;VERVIERS;Luik;
4800;Lambermont;VERVIERS;Luik;
4800;Petit-Rechain;VERVIERS;Luik;
4800;Polleur;VERVIERS;Luik;
4800;Verviers;VERVIERS;Luik;
4801;Stembert;VERVIERS;Luik;
4802;Heusy;VERVIERS;Luik;
4820;Dison;DISON;Luik;
4821;Andrimont;DISON;Luik;
4830;Limbourg;LIMBOURG;Luik;
4831;Bilstain;LIMBOURG;Luik;
4834;Goé;LIMBOURG;Luik;
4837;Baelen;BAELEN;Luik;
4837;Membach;BAELEN;Luik;
4840;Welkenraedt;WELKENRAEDT;Luik;
4841;Henri-Chapelle;WELKENRAEDT;Luik;
4845;Jalhay;JALHAY;Luik;
4845;Sart-lez-Spa;JALHAY;Luik;
4850;Montzen;PLOMBIÈRES;Luik;
4850;Moresnet;PLOMBIÈRES;Luik;
4851;Gemmenich;PLOMBIÈRES;Luik;
4851;Sippenaeken;PLOMBIÈRES;Luik;
4852;Hombourg;PLOMBIÈRES;Luik;
4860;Cornesse;PEPINSTER;Luik;
4860;Pepinster;PEPINSTER;Luik;
4860;Wegnez;PEPINSTER;Luik;
4861;Soiron;PEPINSTER;Luik;
4870;Forêt;TROOZ;Luik;
4870;Fraipont;TROOZ;Luik;
4870;Nessonvaux;TROOZ;Luik;
4877;Olne;OLNE;Luik;
4880;Aubel;AUBEL;Luik;
4890;Clermont;THIMISTER-CLERMONT;Luik;
4890;Thimister;THIMISTER-CLERMONT;Luik;
4900;Spa;SPA;Luik;
4910;La Reid;THEUX;Luik;
4910;Polleur;THEUX;Luik;
4910;Theux;THEUX;Luik;
4920;Aywaille;AYWAILLE;Luik;
4920;Ernonheid;AYWAILLE;Luik;
4920;Harzé;AYWAILLE;Luik;
4920;Louveigné;AYWAILLE;Luik;
4920;Sougné-Remouchamps;AYWAILLE;Luik;
4950;Faymonville;WEISMES;Luik;
4950;Robertville;WEISMES;Luik;
4950;Sourbrodt;WEISMES;Luik;
4950;Weismes;WEISMES;Luik;
4960;Bellevaux-Ligneuville;MALMEDY;Luik;
4960;Bevercé;MALMEDY;Luik;
4960;Malmedy;MALMEDY;Luik;
